,country,description,designation,points,price,province,variety
65968,Spain,"The “value” label from Condes de Albarei is always a good bet. Oceanic aromas and a spritz of lime make the nose just right, and the lively palate of lemon, melon and banana is charged up. Tight on the finish, with citrus and almond skins, and then a lasting impression of pineapple. Young and raring to go.",Salneval,88,10,Galicia,Albariño
66223,US,"This is a really terrific white wine, from a variety that's fast gaining traction, although few are producing it. More should. It's classically dry and crisp, with mineral-infused flavors of apricots, green apples and spices. So good and complex, and exceptionally versatile at the table.",Estate Grown Produced and Bottled,91,22,California,Albariño
66247,Spain,"Slightly dusty, spicy and cider-like on the nose, with a tight palate holding nectarine, melon and apple flavors. It's fairly exact in terms of mouthfeel, while the finish is clean and reflects well on the wine. Drink now.",Esencia Diviña,88,23,Galicia,Albariño
66590,Spain,"Pleasant but a little light on the nose, with candied fruit notes. Flavors of green melon, apple and citrus are standard fare and clean, while the feel is fresh and peachy. A balanced and nice wine, but not overly exciting or precise. Drink now with salad or fish.",,87,18,Galicia,Albariño
66736,Spain,"Interesting blanco from the inland Galician region of Ribeira Sacra. It's Albariño with 15% Godello, and it's ready to drink now. Aromas of pulpy peach and pineapple are nice, while the apple and lime flavors are fairly gentle and flush. Finishes with adequate freshness for an '07, making it a no-qualms type of white wine.",,87,16,Galicia,Albariño
67121,US,"Albariño is one of those new white wine varieties that's creating such interest. This wine is dry and crisp and minerally, with honey-infused flavors of citrus fruits, apricots, peaches and wildflowers. It's a great sipper and so versatile with everything from Mexican to Vietnamese.",Terra Alta Vineyard,88,16,California,Albariño
67766,Spain,"Light aromas of melon, apple and pear are just fine, and the mildly chunky palate sporting apple-based flavors is good, as is the pineapple finish. Tasty and simple Albariño, and really not much more to say. Good for the summer into fall.",,86,10,Galicia,Albariño
67792,US,"I wish this wine were drier because it has polished citrus, floral and mineral flavors and a rich, pronounced acidity. But it's sugary throughout.",Danza Blanca,83,10,California,Albariño
68803,Spain,"Tan in color and smelling fairly oxidized. Aromas of peach pits and blanched almond lack freshness, while the palate veers more toward applesauce than fresh fruit. There's some life left but not enough to make it a recommended wine. Tastes, feels and smells sort of jumbled.",,84,23,Galicia,Albariño
68804,Spain,"Chunky spiced apple and saline aromas get the wine off on so-so footing, and the apple and grapefruit flavors come with weight. Citrus takes over on the finish, but it's kind of pithy. Doesn't seem as fresh as it should be for a brand new '08.",,84,15,Galicia,Albariño
69242,Spain,"Salinic, eggy and simply not that fresh. Maybe it's the wine or maybe it's past its prime, but for Albariño it's not showing much. The palate is soft and flat, with fleshy flavors of muddled apple. And the wine just splats against your palate without delivering any grace or cut.",Gran Vinum,83,26,Galicia,Albariño
69939,US,"This Albariño is a pretty little wine and refreshingly different. There's subtle white flowers and quince upfront, followed by a light-bodied but intensely perfumed palate. While the mouth is a bit soft, this wine ends with a refreshing kick of acid. Try with light fish dishes.",,83,24,Virginia,Albariño
71232,Spain,"Waxy melon and apple aromas are intricate and welcoming, while the melon and citrus flavors are just as they should be. Do Ferreiro is a consistent high-end producer in Rias Baixas and its '05 Albariño is great. It picks up steam as it goes along and will go great with salads and seafood. Drink now.",,90,24,Galicia,Albariño
71265,Spain,"Clean and vibrant, with citrus blossom and apple aromas. The palate is a bit neutral in flavor but shows good cut and a cleansing feel along with tastes of spiced apple and white nectarine. Finishes clean and pure. Drink now.",,88,15,Galicia,Albariño
71338,Spain,"Very nice apple blossom and lightly stony aromas greet you, and the apple and apricot flavors are juicy and ripe. This is an all-fruit wine with just enough acidity and minerality to keep it in shape. Finishes with citrus and melon. Drink now.",,89,24,Galicia,Albariño
71501,Spain,"There's not much difference between this wine and the label's less expensive Brandal. This is a bit richer, with chunky melon aromas and peach melba flavors. But it may suffer a bit from additional ripeness and lower acidity. For best results, get at it fast.",,87,25,Galicia,Albariño
71509,Spain,"A little weighty, with ripe apple and peach aromas. Fairly succulent in the mouth, with apple and citrus flavors that are both sweet and a touch chewy. Some pith on the finish adds complexity and overall you can't knock the wine's character. Drink now.",Brandal,87,15,Galicia,Albariño
71586,Spain,"It's already too late for an '04 Albariño, but this one still has some life and kick in it. The nose has some peanut and lacquer, but overall apple aromas ride high. In the mouth, it shows the oily quality of an aging white along with peach, citrus and nut flavors.",,86,18,Galicia,Albariño
72313,Spain,"This is fresh on the nose, with peach, green banana and mineral aromas. The palate feels citrusy and racy, with lemon, green apple and gooseberry flavors, while the finish is cleansing and quick. This is lean, sassy and ready to drink.",Covello,86,15,Galicia,Albariño
72372,Spain,"Like with past vintages, prominant pineapple and apple aromas come across pleasantly but with a slightly bitter tinge. The palate is concentrated with green apple and nectarine flavors. The finish falls off and loses some flavor as it moves along.",,87,,Galicia,Albariño
72395,US,"With this bottling, Marimar Estate confirms itself as one of the two best, most consistent producers of Albariño in California, along with Longoria. The wine is brilliant, with brisk acidity, dryness, modest alcohol and complex flavors of citrus fruit and zest, minerals, white tobacco and ripe figs.",Don Miguel Vineyard,92,32,California,Albariño
73009,Spain,"This white smells open and leesy, with melony accents. The palate feels zesty but simple, with dilute, tart flavors of citrus and apple. The finish falls off quickly and ends up tasting bland. Drink now.",Salneval,85,12,Galicia,Albariño
73190,Spain,"For freshness and elegance in an unoaked wine, look no further than this leesy, smooth Albariño that shouts of its coastal origin. Sea notes, apple and peach grace the bouquet, while the plump but zesty palate offers minerally lemon, lime and apple flavors.",O Rosal,91,24,Galicia,Albariño
73320,Spain,"Neutral aromas suggest peach, apple and minerality. Solid, compact and healthy on the palate, with peach and white pepper flavors. Good on the finish but starting to show some maturity; at peak level now so drink immediately or wait for the 2011.",Sobre Lías,87,18,Galicia,Albariño
73566,Spain,"Dusty aromas of apple and vanilla break up fast as the wine shows oxidized notes. The palate feels narrow and lemony, while the flavor profile is one dimensional and settles on lemon and tart apple. On the finish, things turn stalky in flavor and acidic in feel.",,85,17,Galicia,Albariño
73852,US,"Over the years, Longoria has proven itself to be one of the best producers of Albariño in California. The 2012 bottling doesn't disappoint. In its dryness, crisp acidity, sleek flavors and modest alcohol level, it defines the grape variety's possibilities in the Golden State. The wine never saw oak. What you get are savory lemongrass and grapefruit flavors, with hints of honey and nectarines.",,90,23,California,Albariño
74156,US,"One of the fuller-bodied Albariños out there, this bottling, from veteran winemaker Volk, is dense in cream, tangerine, Meyer lemon, hazelnut and spice flavors. It's a complex wine that changes in interesting ways as it warms up in the glass.",Riverbench Vineyard,90,24,California,Albariño
74252,US,"An easy to drink white wine, of a style increasingly popular. It's unoaked, allowing pure citrus, honey and spice flavors to star. Brisk Edna Valley acids and minerals make the mouthfeel lively.",Paragon Vineyard,87,17,California,Albariño
74430,Spain,"This is an ideal summer white. It's light but crisp on the bouquet, with whispy pear, apple and citrus aromas. Freshness reigns on the palate despite there being pulpy citrus flavors. Another wave of citrus carries the clear finish to a precise ending. Delicious white wine.",Abadia de San Campio,90,20,Galicia,Albariño
74705,Spain,"Albariño is a fragile style of white wine and some just don't age well. This is one of those wines; it's slightly past peak maturity, as evidenced by wheaty, yeasty aromas. The palate finishes with a hint of bitter citrus pith.",,85,34,Galicia,Albariño
74806,Spain,"Oxidized citrus aromas are flabby, as is the palate. Flavors of apple and peach are basic, while the finish feels dull and dried out, with no kick or lasting flavor other than mild bitterness.",,82,19,Galicia,Albariño
75097,Spain,"Pazo Señorans generally makes great wine, but this aged Albariño is past its prime. The nose is soft and smells mostly of toffee and vanilla, while the wine has a maderized tint and stalky, geriatric flavors of bland apple and oxidized citrus. This wine should have been drunk five years ago.",Selección de Añada,82,75,Galicia,Albariño
76100,Spain,"This is more than admirable for a 100,000-case, widely available Albariño. Apple, lime and mineral aromas set up a cutting, citrus-driven palate, with crisp, narrow flavors of lemon and green apple. A touch pithy on the finish, which is long and minerally.",,89,12,Galicia,Albariño
76648,Spain,"Nice, clean and vibrant, with a welcoming set of peach, apricot and citrusy aromas. The wine is 100% correct and fresh, with clarity and flavors of apple, peach and green grapes. Shows just enough body, acid and pith on the finish, but drink now before it starts to fade.",,89,18,Galicia,Albariño
76668,Spain,"Textbook Albariño from what's shaping up into one of Galicia's best years in a long time. This wine is elegant and lightly creamy, with flower blossom and citrus aromas preceding apple, peach and nectarine flavors that are straight from the farm stand. A pure and exemplary wine given that 30,000 cases were made.",,91,22,Galicia,Albariño
76910,Spain,"Crisp, clean and minerally on the nose, with apple and green-fruit aromas. It has a round, smooth feel and flavors of peach, apple and citrus that will enliven the palate and aid almost any seafood, vegetable or salad. A natural wine with just enough powdery sweetness to raise a smile.",,89,18,Galicia,Albariño
77824,Spain,"Minerally as well as lemony and zesty on the nose, this is nevertheless neither pushy nor intense. The palate offers good acidity and razor-sharp clarity, along with flavors of pineapple and apple. Alert on the finish, this is a firm refresher.",,88,12,Galicia,Albariño
77866,Spain,"Minerality and crispness define the bouquet, which brings green apple and citrus aromas. There's punch and spritz on the palate as well as sweet citrus and juicy lime flavors that break up a little as they fan out. Not sure if there's residual sugar, but the wine tastes a bit sweet.",,88,16,Galicia,Albariño
77886,Spain,"A little leesy on the nose, but mostly it's forward and lemony. The palate is citric and crisp as a whistle, with lemon, green apple and a secondary sweetness akin to pineapple. Focused and clean on the finish; chiseled and defined.",,90,15,Galicia,Albariño
78395,Spain,"Crisp and minerally up front, with aromas of apple, peach and dust. It's fresh, maybe a touch basic at its core, with flavors of apple cider, apricot and almond skins. There's nothing not to like about this Albariño, which is pure, pithy on the finish, and more than solid in a pedestrian, familiar sort of way.",Single Vineyard,88,18,Galicia,Albariño
78462,Spain,"Subtle and minerally on the nose, this has bashful white-fruit aromas that are at the peak of freshness. It feels good, lively and complete, while flavors of apple, citrus and mineral are well balanced. Drink immediately.",,88,18,Galicia,Albariño
78488,Spain,"Apple and melon aromas are pure and minerally. The palate is round and offers good density and acidic balance along with tasty, better-than-normal melon, papaya and apple flavors. Creamy but balanced on the finish; meets or beats any reasonable expectation for fine Albariño.",,90,15,Galicia,Albariño
78662,Spain,"Starts out a little gaseous and sulfuric, but it picks up steam in the mouth, where flavors of apricot, citrus and tropical fruits perform a likeable dance. Powerful acidity pushes it in the right direction, and the finish of lychee, passion fruit and nectarine is lasting. Very nice wine but relatively high in price.",,88,25,Galicia,Albariño
78672,Spain,"Stylistically, this is at odds with what I feel Albariño should be. That said, it's a well-executed and well-made barrel-fermented white with full-force toast and popcorn aromas followed by a resiny, vanilla-fueled flavor profile that folds in apple, banana and creamy frosting. Still vital and healthy after three years in bottle.",Nora da Neve,88,29,Galicia,Albariño
78787,Spain,"Simply delicious white wine with lip-smacking freshness, bright peach and apple flavors, and clarity from front to back. It's a little leesy but a lot more crisp and oceanic, with a well-cut body and mild citrus undertones throughout.",,90,15,Galicia,Albariño
78798,Spain,"Crisp, lemony aromas are pure as a sea breeze. The palate is just as pure and fresh, with ripe apple, citrus, pineapple and stone fruit flavors all mixing well. Elegant and crisp, with just the right finishing weight and length.",,90,18,Galicia,Albariño
79432,US,"Bokisch remains a small, family-owned brand to watch out of Lodi, a husband and wife team devoted to Spanish and Portuguese varieties they mostly grow themselves. This light, refreshing Albarino has green apple and pear to spare and lovely, dry acidity, its Catalan roots evident in the wine's overall Old-World style. It screams for seafood.",Terra Alta Vineyard,89,16,California,Albariño
79722,Spain,"Rioja-based Marqués de Cáceres' first foray into Albariño is a success. This wine is light, salinic and melony on the nose. The palate is complete and offers fine acidity with brine, pineapple and green apple flavors. Good and lightly pithy on the finish.",Deusa Nai,89,16,Galicia,Albariño
79787,Spain,"Nice as always, this has notes of angel food cake, orange blossom and peach on the bouquet. It feels smooth and shows elegance, delivering minerally peach and citrus flavors. It holds form on the finish, which locks in on the wine's peach and citrus character.",,90,22,Galicia,Albariño
80072,Spain,"Clean, crisp, cut, this has a minerally white-fruit nose. It's elegant and chiseled on the palate, with bright peach and nectarine flavors that carry onto a tight, dry, flinty finish. An elegant, lifted Albariño with a lightness of being.",Albariño de Fefiñanes,90,26,Galicia,Albariño
80173,Spain,"Fresh smelling, with notes of green melon, apple, honey and minerals. It's more simple than complex, with crisp apple and orange flavors and then a chunky, slightly pithy finish. For under $15 this is good, casual Albariño that won't steer you wrong.",Verdemar,87,14,Galicia,Albariño
80266,Spain,"This Rioja-based winery's first effort with Albariño is perfectly good, with aromas of peach and fleshy melon. The palate is tangy and linear in feel, with citrus and green fruit flavors. Turns sharp and citric on the finish.",Deusa Nai,87,16,Galicia,Albariño
80550,Spain,"An apple cider aroma comes across dusty, slightly maderized and heavy. This is a plump, wide Albariño with pithy citrus and white nectarine flavors. The finish features pithy, fleshy accents. Drink now.",Zios,86,18,Galicia,Albariño
80551,Spain,"This is a textbook example of a mineral-driven wine, with lemon and apple aromas along with touches of hay and corn. It feels fresh, citrusy and tight, with citrus flavors leading to a pithy, tangy finish. Crisp and cleansing.",,86,16,Galicia,Albariño
80690,Spain,"For a 2010, this is holding form. It smells mature but fresh, with plenty of sea influence and white fruit aromas. It feels nice, lifted and lively, with lemon, citrus and green apple flavors. A pinch of pithy bitterness infiltrates the finish, but overall this is a fine Albariño to drink very soon.",Gran Vinum,89,27,Galicia,Albariño
80998,Spain,"This is a little heavy and oily on the nose, with blowsy white-fruit aromas. It feels peachy and smooth, with key flavor components of melon, apple and pear. This shows some extra heft, ending with a subtle and smooth finish.",O Rosal,89,24,Galicia,Albariño
81288,Spain,"Apple and honeyed aromas are round and ripe. The palate is chunky and easy, but with good acidity. Flavors revolve around apple and peach, while the finish is linear and direct. Ripe and solid wine from a good vintage for Albariño.",,88,15,Galicia,Albariño
81757,US,"A wonderful, amazingly rewarding wine, certainly one of California's best Albariños. If there's any oak at all, it's insignificant. What stars is brilliant Edna Valley acidity and racy flavors of citrus fruits, pears, white flowers and white peppery spices. The perfect cocktail wine.",Paragon Vineyard,92,17,California,Albariño
81855,Spain,"Melon and peach aromas are clean and attractive. The palate is round and creamy, with just enough acidic cut. Flavors of melon and peach carry onto the finish, which has thickness and smoothness. Easygoing for Albariño.",Salneval,88,10,Galicia,Albariño
81868,Spain,"Delicate aromas of lime and lemon blossom are well cut and minerally. The palate is juicy, fresh and lively, with sweet melon and apple flavors. Stays melony and apple-driven on the finish, which ends a bit sweet.",Albariño de Fefiñanes,88,26,Galicia,Albariño
82047,Spain,"The nose on this Albariño deals tropical fruit and vanilla scents. It feels citrusy, with modest flavors of papaya, peach and white melon. After showing moderate vitality on the palate, the finish softens up and slips into the netherworld. Seems as though it's beginning to fade.",Torre la Moreira,85,18,Galicia,Albariño
82293,Spain,"A bit stalky and corny smelling, this lacks the overall purity that can make Albariño great. It's fresh enough, but standard in feel, with simple melon and peach flavors. The finish lacks oomph, and combined with the nose, there are indicators that it's beginning to slip.",,85,22,Galicia,Albariño
82670,Spain,"This smells stalky and past its prime, but it's not stinky or maderized. The palate is fleshy in feel and oily in sensation, with bitter citrus flavors and pithy notes. Neither vital nor fresh on the finish.",,84,18,Galicia,Albariño
82764,Spain,"Neutral smelling except for a touch of oiliness and tropical fruit. The palate is soft and melony, with sweet melon and papaya flavors. Round and pulpy on the finish, with a slight pithy bitterness at the very end.",,87,22,Galicia,Albariño
84288,Spain,"Light scallion and green herb aromas are offset by buttercup and melon scents. It feels fairly deep and melony, with peach and apple flavors. Despite being soft on the finish, it's packed with white fruit and tropical fruit flavors.",Abadia de San Campio,87,20,Galicia,Albariño
84465,Spain,"This is about as strange and individual as Albariño gets. The nose oozes odd cinnamon and resin aromas, which are abnormal for the variety and the Rías Baixas region. A flavor of spiced apple finishes with the same spice character. Funky is probably the best word to describe this wine.",,82,20,Galicia,Albariño
84585,Spain,"Minerally and tight on the nose, this has a modest level of white fruit and flower aromas. It feels angular and light, with tangy acids pushing lemon and pineapple flavors. Crisp but lean on the finish.",,87,17,Galicia,Albariño
84595,US,"Racy and intensely flavored, this is high in acidity and has spectacularly concentrated flavors of apple, peach, citrus and tropical fruit. With no oak at all, the fruit stars—pure and clean. Even though the residual sugar is technically zero, the finish tastes sweet, so pair it with slightly sweet foods, especially Vietnamese, Chinese or Thai.",Paragon Vineyard,87,17,California,Albariño
85170,Spain,"Open, fresh and peachy on the nose, becoming citrusy and leaning toward the acidic side on the palate. Flavors of tangerine, lemon and orange keep it moving, and the finish, while short, is fresh and cleansing.",,87,16,Galicia,Albariño
85642,Spain,"Starts with promising peach and melon aromas, but the palate is rather abrasive and aggressive, with generic citrus flavor and a pithy finish. A rough wine for Albariño.",Igrexario de Saiar,83,24,Galicia,Albariño
85945,Spain,Peach and oily iodine aromas are a red flag that something is amiss. The palate confirms it with a vinegary wave riding on top of tart apple fruit. And the feel is kind of spritzy and funky. vintages.,Turonia,83,22,Galicia,Albariño
86351,US,"Estate-grown, this captures the racy minerality of the Spanish grape, while amping it up to New World fruit standards. So you get a fruit-powered richness, with citrus and peach, along with lively acidity and a steely core. The new vintage marks a big step forward for this variety at Abacela.",,90,18,Oregon,Albariño
86541,Spain,"Oxidized and fading, with leftover pear on the nose. The palate has residual acidity but the fruit is short on flavor, while the finish is briny and citric.",Pago de Xoan,82,33,Galicia,Albariño
86713,US,"This is a really terrific white wine, from a variety that's fast gaining traction, although few are producing it. More should. It's classically dry and crisp, with mineral-infused flavors of apricots, green apples and spices. So good and complex, and exceptionally versatile at the table.",Estate Grown Produced and Bottled,91,22,California,Albariño
87040,Spain,"Lemon, apple blossom and honey aromas make for a correct, attractive bouquet. Meanwhile, the palate is typically crisp and vibrant, with cutting acids that push the pineapple and citrus flavors to a point. Long and exact on the finish, and overall there's not an ounce of flab to this streamlined white.",Abadia de San Campio,89,20,Galicia,Albariño
87282,Spain,"A round and smooth version of Albariño, with apricot and orange aromas. The palate has a layered, creamy feel and full flavors of bulky apricot, peach and also citrus. Fleshy on the finish, and definitely at peak maturity. Drink right away.",,88,18,Galicia,Albariño
87590,Spain,"Smells waxy, as if it has slipped past its prime. The palate still sports a beam of bright acidity but there isn't much body or lees to accompany the richness, so the volume is low as a whole. Tastes good, but mostly like citrus and fresh fruit juice.",,87,19,Galicia,Albariño
87636,Spain,"Delicious and ready to drink. The nose brims with lemon peel, minerality, saline and natural vanilla. In the mouth, it's healthy and ready to go, with citrusy lead flavors along with requisite green apple. Still fresh and crisp despite having been released a year ago. A wine to enjoy immediately.",,89,16,Galicia,Albariño
87786,Spain,"The oyster and clam shell aromas are briney to say the least. The palate is acidic and scouring, with lime, lemon and green melon flavors. It turns pithy on the finish, then a little bitter.",,85,18,Galicia,Albariño
88275,Spain,"Focused and salinic, offering mild white-flower and peach aromas, this feels full, round, fleshy and balanced, with pithy citrus, peach and almond flavors that lead nicely to a smooth, melony finish. This is about as complex as Albariño gets.",,90,24,Galicia,Albariño
88386,Spain,"Straightforward peach aromas come with a stalky, grassy side. It feels zesty, spritzy and citric, then tastes almost entirely of orange and tangerine, with a dry finish.",Valiñas,85,13,Galicia,Albariño
88511,US,"Albariño is one of those new white wine varieties that's creating such interest. This wine is dry and crisp and minerally, with honey-infused flavors of citrus fruits, apricots, peaches and wildflowers. It's a great sipper and so versatile with everything from Mexican to Vietnamese.",Terra Alta Vineyard,88,16,California,Albariño
88691,Spain,"Saline, mineral, match stick and tropical fruit aromas define the bouquet. It feels plump but flat, with maderized flavors of white fruits that feature bitterness and not much kick. It's fleshy, remaining slightly bitter on the finish.",,85,18,Galicia,Albariño
88853,Spain,"Smooth, fresh aromas suggest apple blossoms and sea air. The palate offers a proper zesty mouthfeel, zingy acidity, natural creaminess and nice flavors of green apple, sour melon and pineapple. At the end, lemony zap and lemongrass grace the finish.",,88,16,Galicia,Albariño
89483,Spain,"Buttercup and fresh pear aromas are friendly and inviting. It feels full and correct, with good acids and minerality. Flavors of pears, melons and lees are very nice, while the finish is simultaneously flowery, crisp and salinic.",Peitán,89,15,Galicia,Albariño
89528,Spain,"Pure apple and peach aromas are the calling card of a good Albariño, and Pazo de Senorans always has that and a little more. The '08 seems a touch less concentrated and leesy than prior years, but it's still showing all the marine-influenced personality, beauty and elegance of a no-oak, seafood-friendly winner. Drink right away; it's not meant for keeping. Imported by European Cellars.",,91,25,Galicia,Albariño
89741,US,"Acidity marks this wine, as well as extreme dryness. The result is mouth-cleansing, but it's not without flavor. Strong in lemons, limes and pineapples, with a mineral component, it's zesty and delicious.",Clover Creek Vineyard,87,23,California,Albariño
89768,Spain,"Apple and other white fruit aromas come with hints of sea foam and clam shell. The palate is tight, mineral-driven and citric, with some spritz. Flavors of apple and pithy citrus lead to a long, speedy finish, with generous acidity.",Esencia Diviña,89,23,Galicia,Albariño
90003,Spain,"Pungent and sweaty smelling on first blush, almost suggesting Verdejo or Sauvignon Blanc. It remains oily and nettled on the nose, with sharpness. Sooner rather than later it softens, unveiling flavors of green melon, passionfruit and citrus. And the finish goes out with snap, orange and grapefruit. Potent for the variety.",,87,22,Galicia,Albariño
90086,Spain,"From the Freixenet group of wineries, Vionta is clean but more neutral than we'd like to see. You won't be offended by the wine's green apple and lemon flavors, which are wet, fresh and zesty. But you might like a touch more refinement and dimension. A good wine, but a basic one.",,86,18,Galicia,Albariño
90188,Spain,"Barrantes is always a full-bodied Albariño from one of Rias Baixas's warmest subzones. The nose on the '07 is of doughnuts and pastry, with sweet pear kicking in. The flavors are peach, apricot and ripe citrus fruits, and the finish is pithy and wide. Plods along a bit; could stand to be lighter and smoother in scope.",Pazo Barrantes,87,23,Galicia,Albariño
90223,Spain,"Big and sort of disinterested for Albariño, with a clipped, citrusy palate that's choppy, salinic and green. There's green melon and minerality here, but for a new-vintage wine it seems middling in its focus and intensity.",,85,19,Galicia,Albariño
90339,Spain,"Clean and fresh, this features largely neutral, mineral-driven aromas that hint at white fruit and melon. Citrus, particularly white grapefruit, is the lead flavor, while background notes of pith, melon and green banana make appearances. Fresh, crisp and nice on the finish.",Single Vineyard,88,20,Galicia,Albariño
91210,Spain,"Husky on the nose but mostly it comes across as wild, with jumpy, loud pear, melon and apple aromas. The mouth is spunky and all over the map, while flavors of tangy yellow fruits carry an acidic, herbal twinge and even a grassy quality. Lacks perfect poise but it can't be called timid or dull.",Pazo Barrantes,86,19,Galicia,Albariño
91465,Spain,"Tan-gold in color, with a mustardy, somewhat rustic bouquet that's salinic and short on snappy fruit. The palate is chunky, with melon and apple for flavors. Seems low on pulse; the bet here is this was better six months ago and is now in decline.",,84,15,Galicia,Albariño
91582,Spain,"Apart from its note of fresh apple and hint of juniper, the nose is fairly neutral. It feels clean, crisp and cleansing, with pear and nectarine flavors that finish light, with medium intensity and length. Drink right away for maximum freshness and expression.",,88,18,Galicia,Albariño
91896,Spain,"Montecillo's first effort with Albariño is perfectly crisp and pleasant. The nose offers pure citrus and tropical fruit, the feel is even and balanced, and the flavors are dry and veer toward apple and green melon. Long on the finish and nicely integrated; one of the best under-$15 Albariños going. Imported by Underdog Wine Merchants.",Verdemar,88,14,Galicia,Albariño
92215,Spain,"With mineral, apple and peach aromas, this gets off on the right footing. The palate is zesty and acidic, with a tangy set of apple, citrus and mineral flavors. Controlled heft, weight and spritz on the finish make it a solid bet. Look for the weird blue bottle and take it from there. Imported by W.J. Deutsch & Sons.",,88,25,Galicia,Albariño
92466,Spain,"This is as basic as Albariño gets, with aromas of sweet apple and pear. It feels round and a bit soft, with fleshy peach and dry melon flavors. The finish is pithy, with a white pepper note and an indication that the wine is starting to fade. Drink immediately.",,87,13,Galicia,Albariño
92482,Spain,"Yellow in color, with buttercup, wild flower and leesy white-fruit aromas, this feels spritzy, with melon, papaya and white peach flavors. It's mildly minerally and dry in flavor on the finish. Drink as soon as possible.",,87,20,Galicia,Albariño
92509,Spain,"More familiar and less unusual than prior vintages. This wine deals typical, upright lemon, lime and tropical fruit aromas backed by green apple and lemon-based flavors. With good acidity and an even keel, it is a solid, fresh, dry Albariño that should not disappoint. Imported by Grapes of Spain.",Gran Vinum,88,27,Galicia,Albariño
93103,Spain,"Nice and friendly but also a little flatter than in years past. Aromas of lemon blossom, peach and other white fruits are standard, while the palate is less than edgy, with creamy apple, melon and spun sugar flavors. Sweet and solid, but on the softer side. Drink right away. Imported by Republic National Distributing Co..",Torre la Moreira,87,18,Galicia,Albariño
93672,Spain,"Peach, melon and pithy aromas work the opening, followed by a leesy palate of mild peach, nectarine and melon flavors. It offers good flow to the finish, which features notes of sea foam, white fruit and mineral, as well as a spot of bitterness. Drink now.",,87,17,Galicia,Albariño
93690,US,"Abacela has single-handedly revolutionized winemaking in southern Oregon, introducing Iberian varieties with great success. This estate-grown Albariño is a high-acid wine, still spritzy and reduced when first opened. With breathing time it cleans up and shows the beginnings of varietal character.",,87,18,Oregon,Albariño
94059,US,"This Albariño is a pretty little wine and refreshingly different. There's subtle white flowers and quince upfront, followed by a light-bodied but intensely perfumed palate. While the mouth is a bit soft, this wine ends with a refreshing kick of acid. Try with light fish dishes.",,83,24,Virginia,Albariño
94852,Spain,"An animal cracker aroma accompanies notes of peach and mineral. Spritzy, fresh and citrusy in the mouth, this features orange and peach flavors. The finish has a pithy bitterness.",Edición Especial 10 Años,86,19,Galicia,Albariño
96058,Spain,"Gold in color, this has chunky aromas of oily white fruit and sea water. Thick in feel, it nevertheless has enough acidity to protect the wine's body and integrity. It tastes of orange and nectarine, before falling flat and mealy on the finish.",,85,23,Galicia,Albariño
96562,Spain,"An elegant and well-made Albariño with lemon chiffon, pear and green apple aromas. The palate is just right in feel, depth and minerality, with apple, pear, honeydew and hidden spice flavors. Clean, teetering on lush and delicious as it finishes. Drink this pretty wine as soon as possible.",,90,15,Galicia,Albariño
98295,Spain,"Starts out with gentle matchstick aromas, but with time it's all about white fruits, green herbs and apple. The palate has a firm, standard, high-quality mouthfeel along with tart apple, white peach and pineapple flavors. The finish is pure lime and snap, while the refreshment quotient runs long and strong.",,89,15,Galicia,Albariño
98854,US,"A brilliant white wine, very tart in acidity, with mineral flavors that make your mouth water. The flavors veer toward bright, tart citrus fruits, with suggestions of Chinese five-spice. The grapes were biodynamically farmed, which may partially be why the wine is so pure.",Ca' del Solo Vineyard,89,20,California,Albariño
99319,US,"A near-perfect Albariño, bone dry, acidic and slightly green, with lime and mineral flavors. Totally cleanses the palate. A great cocktail sipper, or try with little Spanish-style tapas.",Hendry Ranch,88,20,California,Albariño
99735,Spain,"Clean and vibrant, with citrus blossom and apple aromas. The palate is a bit neutral in flavor but shows good cut and a cleansing feel along with tastes of spiced apple and white nectarine. Finishes clean and pure. Drink now.",,88,15,Galicia,Albariño
99879,US,"Even in the cool 2011 vintage, this wine really shines. It's bone dry, low in alcohol and high in acidity, making it a delicious accompaniment to a range of foods. Complex citrus, white flower and mineral flavors carry it over the goal line. This is one of the best Albariños of the vintage.",,92,20,California,Albariño
100127,US,"A beautiful white wine notable for its extreme dryness and fresh crispness of acidity. Really cleanses the mouth, letting it appreciate the unoaked flavors of tangerine, melon, peach and minerals. A brilliant wine to drink with almost anything, but especially shellfish.",Paragon Vineyard,91,17,California,Albariño
100946,Spain,"Opens with peach and apple aromas that are 100% normal, while the palate has a chiseled clarity to it that's crisp and appreciated. A flavor profile of dry apple, citrus and dusty spice is good, and the finish is fresh and lemony. Drink right away.",,87,17,Galicia,Albariño
101325,Spain,"Clean and smooth to open, with a hint of salinity, powdered sugar and peach. The palate is sheer and zesty, with lemon, green apple and tangy acidity. Crisp yet angular on the finish, but good in a narrow, lean, drilling sort of way.",,87,18,Galicia,Albariño
101631,US,"A pleasing Albarino from a new Lodi producer and longtime grower family, this wine has an inviting flowery nose and sharpness of acidity with good follow-through, as well as nice tropical fruit flavors. The sweetness on the finish might not be for everyone.",,87,19,California,Albariño
102709,Spain,"With dusty apple cider aromas and tingling acidity, this seems a lot like Galician Albariño even though it's from Costers del Segre in Catalonia. Given its price, it boasts solid if pithy apple and gooseberry flavors, modest elegance and only a touch of bitterness on a green fruit finish. Drink soon.",Viña 24,86,10,Catalonia,Albariño
