,country,description,designation,points,price,province,variety
43584,Italy,"Here's a plump and chewy expression of Barbera with thick fruit notes followed by dense extraction and power. The wine is plush, ripe and velvety and there are soft flavors of fruit and spice on the long finish.",D'Annona,91,,Piedmont,Barbera
43588,Italy,"Soft, round and slightly sweet smelling, this is a modern expression of Barbera that offers enormous extraction, power and intensity. That said, there is little here to remind you of the sharp, acidic Barbera of yesteryear because this wine tastes chewy, plush and rich in the mouth.",,91,,Piedmont,Barbera
43837,Italy,"Rich and modern, with dense extraction and raw notes of cherry, blackberry and spice, this wine is very representative of the new face of Barbera d'Alba. There are sweet fruit notes followed by equally sweet oak tones of cinnamon, chocolate and spice.",Lirano Soprano,91,50,Piedmont,Barbera
43844,Italy,"Here's a dark, plush and modern Barbera with thick, chocolate tones followed by spice, espresso and blackberry. You'll get a whiff of the grape's natural acidity, but in the case of this well-crafted wine, its thickness, density and extraction dominate the experience overall.",Alix,91,,Piedmont,Barbera
43853,Italy,"Here is a well crafted and plush Barbera with equal measures of fruit intensity and spicy oak tones of vanilla, smoke and tobacco, The wine is soft and velvety with a long chewy finish. Pair it with spicy lamb curry stewed in coconut milk.",Costamiòle,91,50,Piedmont,Barbera
43854,Italy,"Here's a dense and thickly extracted Barbera from the excellent 2007 vintage with a brooding, black appearance and aromas of smoke, black fruit, cassis and leather. The oak elements you taste at the very end still need to integrate within the overall flavors of this wine. Give it two more years.",La Crena,91,45,Piedmont,Barbera
44014,Italy,"Rich in blueberry and black licorice-like nuances, this is a well-flushed out and harmonious wine laced with smoke and espresso bean aromas. It has aged one year in oak to achieve a successful balance between smooth tannins and crispness.",La Luna e i Faló,87,,Piedmont,Barbera
44038,Italy,"Thick and plush, this thickly concentrated Barbera d'Alba offers dense aromas of chocolate, blueberry muffin, vanilla and cherry. You can see the thick glycerin gliding down the glass and taste its chewy succulence.",,87,19,Piedmont,Barbera
44130,Italy,"This is a soft and succulent Barbera d'Alba with soft oak notes followed by bright fruit, black cherry and red currants. There's crisp, acidic fruit here followed by the softness and finesse supplied by the supple oak element.",Papagena,91,,Piedmont,Barbera
44139,Italy,"Here's a plush, modern Barbera d'Alba with bright fruit and berry tones followed by softer notes of cinnamon and chocolate. On the whole it is a well-integrated wine, although there is power and density here that suggests a pairing with lasagna or thickly cheesy pasta.",Scarrone,91,45,Piedmont,Barbera
44141,Italy,"Here is a bright and modern Barbera d'Alba with succulent fruit tones followed by chocolate and exotic spice. The wine is soft and plush (it hardly seems like a Barbera if you consider more traditional expressions of this native grape) and would pair with a long list of rich, hearty foods.",Vecchie Vigne in Località Ornati,91,45,Piedmont,Barbera
44144,Italy,"This Barbera shows elegance and harmony with ripe berry notes that are offset by wood spice and mineral notes. The extraction is thick and dense and the wine yields a plush, smooth texture in the mouth with bitter berry nuances on the close.",Rive,91,27,Piedmont,Barbera
44151,Italy,"This is a very likeable Barbera d'Asti Superiore executed in a plush, modern style with loads of soft fruit and sweet spice in the bouquet. Chocolate, espresso and blackberry fruit appear and the wine is bright and firm on the close. You need that extra acidity to balance against the wine's thickly extracted texture.",Vigne Vecchie della Cappelletta,91,,Piedmont,Barbera
44152,Italy,"Here's a very pleasurable Barbera with loads of fruit intensity followed by smoke, pipe tobacco, sweet chocolate and vanilla bean. The wine is executed in a modern style with enduring intensity and a soft, velvety finish. Pair it with baked chèvre cheese.",Monte Colombo,91,43,Piedmont,Barbera
44153,Italy,"The fullness and intensity of the aromas here tell you that this is not your standard, easy-drinking Barbera. On the contrary, Sei Vigne Insynthesis is a well-crafted expression that shows quality of fruit and modern wine-making (with soft tones of vanilla and spice) woven throughout.",Sei Vigne Insynthesis,91,70,Piedmont,Barbera
44155,Italy,"Here's a beautifully balanced Barbera with equal elements of fruit, spice and toast that balance each other very nicely. The wine is crisp and dense in the mouth but the naturally high acidity is integrated and elegant. Tre Secoli is a producer to watch for in the future.",,91,,Piedmont,Barbera
44157,Italy,"This is a fantastic Barbera d'Asti Superiore with a plush, soft, velvety feel and loads of intensity that peels back into layers of fresh blackberry, cherry, spice, chocolate, leather and exotic spice. This wine carries the banner high for all the Barbera producers now experimenting with a more modern style.",Alfiera,91,60,Piedmont,Barbera
44158,Italy,"Rich and densely extracted, this modern expression of Barbera d'Asti Superiore from the Nizza subzone offers enormous richness, power and intensity. The wine is smooth and velvety in the mouth with bright cherry and cassis flavors on the close.",La Vigna dell'Angelo,91,,Piedmont,Barbera
44313,Italy,"Lean in color, Chiarlo's Barbera d'Asti is an easy drinking red with zesty acidity that is perfect for cutting through cheesy, gorgonzola-based appetizers. Aromas include wild berry and blue flowers and the wine taste firm but fruity in the mouth.",Le Orme,87,15,Piedmont,Barbera
44462,Italy,"Clove, exotic spice, dark chocolate and cured meat come to the forefront of this rich, plush Barbera d'Alba. There's power and bright acidity here and the wine tastes rich, smooth and enduring on the palate. Pair it with cheese-stuffed ravioli.",Rocche delle Rocche,91,,Piedmont,Barbera
44470,Italy,"This is a bright and fruit-forward red wine from Piedmont in Northern Italy that exhibits prominent, but not overly intense or intrusive, aromas of fresh fruit, exotic spice and drying mineral. The wine has a fresh acidic component balanced by a jammy, sweet finish.",Giada,90,45,Piedmont,Barbera
44471,Italy,"Here's a dense and well-concentrated Barbera d'Asti with thick extraction and oak-driven tones of vanilla and spice that soften the natural sharpness of the acidity. This is a pleasurable wine with a soft, velvety approach.",L'Anniversario,90,,Piedmont,Barbera
44473,Italy,"Here's a very successful expression of Barbera from the Alba zone of Piedmont with bright fruit tones followed by smooth spice, chocolate and tobacco. The wine is rich, supple and powerful on the close with a blast of crisp acidity at the end.",Bric dei Maschi,90,19,Piedmont,Barbera
44475,Italy,There's slight sweetness here in the form of soft oak elements that glide easily together with the natural fruitiness and freshness of Barbera. There's nice personality and dimension and the wine is smooth and soft on the finish (save for that prickly touch of acidity you should expect).,,90,25,Piedmont,Barbera
44478,Italy,"The Lirano Soprano Barbera d'Alba is ripe with aromas of coffee and freshly ground espresso bean, followed by chocolate and a playful touch of white pepper. The fruit tones hold up nicely to round off the bouquet and the wine balances richness and freshness.",Lirano Soprano,90,35,Piedmont,Barbera
44480,Italy,"The Mervisano Barbera d'Alba (that ages 15 months in oak) offers a deliciously ripe and rich array of spice, black fruit and blackberry. The wine shows dark, inky concentration with creamy fruit tones and warm smoothness on the finish. The acidity is present, but very well integrated.",Mervisano,90,28,Piedmont,Barbera
44481,Italy,"Here's a dark and deeply concentrated Barbera with a generous base composed mostly of black fruit, prune, spice and tobacco. The wine is thick and velvety in the mouth with a long aftertaste of black cherry and currants.",Sotto la Muda,90,,Piedmont,Barbera
44483,Italy,"This is an irresistible wine with loads of velvety softness, sweet spice and vanilla to balance against sharp aromas of forest fruit, raspberry and white cherry. There's also a polished note of white mineral and the wine offers fresh, but not aggressive acidity.",Tre Roveri,90,,Piedmont,Barbera
44765,Italy,"Here's a wine that opens beautifully to all your senses. It boasts a dense, vibrant ruby color and delivers bright aromas of cherry, blackberry and bitter cranberry. In the mouth, however, this wine is softer and plusher than you'd expect. Sure, that trademark Barbera acidity is present, but its natural sharpness has been dulled.",Pomorosso,90,90,Piedmont,Barbera
44768,Italy,"Chocolate, coffee and espresso come to life thanks to the solid base of natural fruit that keeps the wine lively and fresh. Fruit and oak-related aromas work well together and give the wine brightness, softness and a velvety texture.",La Luna e Le Stelle,90,19,Piedmont,Barbera
44769,Italy,"Here's a nicely balanced Barbera d'Asti Superiore from the Nizza subzone that shows not too much fruit and not too much oak. The wine is clean and polished and delivers light steps on the palate, unlike some of the much denser and heavier expressions you will find. Very nice and elegant.",Canto di Luna,90,,Piedmont,Barbera
44772,Italy,"This dense, ruby-colored Barbera delivers aromas of plush fruit, drying mineral, toasted nut and moist tobacco. There is a nice ensemble of fresh cherry and blackberry in the background and the wine tastes rich and dense in the mouth with a long, smoky aftertaste.",Ajè,90,,Piedmont,Barbera
44773,Italy,"Smoke and mineral notes come together over a plush base of cherry and cassis fruit to create a big, modern interpretation of Barbera. You'll also get cola and coffee notes backed by plush richness in the mouth.",Le Nicchie,90,,Piedmont,Barbera
44777,Italy,"Smooth and sophisticated with rich blackberry and plum aromas backed by oak-driven tones of spice and leather, this is a very rich expression of Barbera (that sees eight months in oak barrels). The overall effect is excellent and the mouthfeel culminates with bright tones of prune and crushed black pepper.",Rinaldi,90,20,Piedmont,Barbera
44786,Italy,"This is a rich and chocolaty expression of Barbera d'Alba with thick concentration and immediate aromas of black currant and cherry. The wine is dense and extracted with smooth, drying tannins and a piquant blast of acidity on the close.",Zio Nando,90,30,Piedmont,Barbera
44788,Italy,Here's a balanced and sophisticated Barbera d'Asti Superiore with oak tones that seem to jive well with the natural intensity of the fruit flavors. The wine's texture is smooth and silky although there is that characteristic bite of acidity on the close.,Acsé,90,,Piedmont,Barbera
44918,Italy,"Tonic and fresh with vibrant tones of wild berry and forest floor, there is a rustic, almost savage quality to this wine that is really quite attractive. It would pair well with home-cooked meals of hand-kneaded pasta or boiled meats.",,87,16,Piedmont,Barbera
45005,Italy,"Here's a lovely interpretation of Barbera Superiore from Asti with extremely well-integrated notes of spice, chocolate, black fruit and dusty mineral. The wine has all the aromas you look for in this type of wine and delivers a very clean and polished feel in the mouth with subtle hints of toasted oak at the very end.",,90,70,Piedmont,Barbera
45008,Italy,"This celebrated Barbera d'Alba from the historic Marchesi di Barolo winery opens with a dark, brooding color and earthy aromas of wild mushroom, cured beef and dark forest fruit. It shows impressive color and concentration and those inviting earth, mineral notes would pair with elegant dishes such as game hen, roast duck or porcini risotto.",Ravera,90,34,Piedmont,Barbera
45014,Italy,"This is a very compelling Barbera d'Asti Superiore that is characterized by ripe fruit notes and smoky tones of ham or bacon fat. You'll get brambly notes of underbrush as well that give the wine a sharper, more defined personality and this impression is reinforced by the natural acidity.",Paion,90,,Piedmont,Barbera
45071,US,"A lovely Barbera. Shows the full-bodied, tannic structure and tart acidity of the variety, but is so rich in flavor, you want to drink it now. Floods the mouth with blackberries, currants, dark chocolate, anise and toasted almonds.",Walker Cuvée,89,16,California,Barbera
45212,US,"Dry, full-bodied and rustic. Shows cherry-berry, leather, mocha and spice flavors, wrapped into firm, hard tannins and brightened with high acidity. Drink this robust wine with pasta smothered in cheese-sprinkled tomato sauce.",,86,25,California,Barbera
45331,Italy,"Here's a softer, modern interpretation of Barbera d'Asti Superiore with velvety oak tones that surround a bright core of berry fruit. This wine is thicker and more extracted than most with slight hints of smoke and tobacco at the back.",Cremosina,90,,Piedmont,Barbera
45333,Italy,"This is a plush and dense interpretation of Barbera with loads of fruit intensity followed by blackberry plum and sweet tobacco. The wine is dense, clean and offers round texture with a crisp acidity finale that is typical of this Italian grape variety.",La Marescialla,90,32,Piedmont,Barbera
45337,Italy,"Well balanced and nicely integrated (the fruit elements jive smoothly with the oak components), this is a modern incarnation of traditional Barbera. You'll get spice, warmth and a velvety texture in the mouth.",Barcarato,90,35,Piedmont,Barbera
45340,Italy,"Smoky, toasted elements are followed by aromas of cherry and blackberry. This is a modern expression of Barbera with thick extraction and obvious oak intervention. The style is velvety and push and this wine would pair with cheese-filled ravioli. The finish is marked by very refreshing acidity.",Tra la Terra e il Cielo,90,39,Piedmont,Barbera
45341,US,"Barbera is always going to be dry, rustic, tannic and acidic. But this is one of the better examples out there. It shows extra levels of depth, with masses of blackberries, currants, dark chocolate and black pepper. Should hold for many years, softening and mellowing.",J&S; Reserve,90,30,California,Barbera
45350,Italy,"Bright cherry, blackberry and currants are backed by oak-driven aromas of toast, cinnamon and tobacco. You'll also get whiffs of cured meat and moist earth with smooth texture and rich density. Cooling acidity at the end balances out the softer wood tones.",La Blù,90,,Piedmont,Barbera
45351,Italy,"Intense notes of blackberry and cherry emerge first from the nose and are followed by subtle tones of chocolate, spice and tobacco. This wine boasts dense extraction and a fresh, tonic quality of fruit that shows both ripeness and crispness on the close.",1613,90,,Piedmont,Barbera
45355,Italy,"Generous aromas, intensity, density and a bright ruby color characterize this vibrant Barbera d'Asti. If you are new to this native grape of northern Italy, this wine is a good place to start. You'll get plenty of those characteristic cherry and berry tones followed by acidity that has been softened by this softer style.",,90,,Piedmont,Barbera
45358,Italy,"Coffee, vanilla and tobacco create warm background tones for a mostly fruit-driven bouquet. The wine's aromatic layers seem well integrated and invite a pairing with succulent meat or braised lamb.",Le Rocchette,90,29,Piedmont,Barbera
45605,Italy,"With 16 months of careful oak barrique aging, this opulent wine represents a new generation of Barbera d'Alba. It opens with a gorgeous appearance and thick aromas of black cherry, boysenberry, plum and sweet spice. It has dense, sweet tannins and offers a biting touch of astringency on the close that would pair with succulent cuts of meat.",Monfrini,90,30,Piedmont,Barbera
45607,Italy,"Here is a ripe and chewy Barbera d'Asti Superiore from the Nizza subzone with sticky fruit flavors and a thick, dense mouthfeel. The wine is plush, rich, naturally fresh and would pair well with roasted or grilled meats.",La Court,90,40,Piedmont,Barbera
45612,Italy,"This ruby-garnet colored Barbera d'Alba offers spicy notes of clove and cinnamon backed by fresh cherry, blackberry and moist earth. This is Barbera done in a big, bold style with a thick and warming presence in the mouth and a crisp, drying close.",Parduné,89,,Piedmont,Barbera
45615,Italy,"The Vignota Barbera d'Alba exhibits generous and simple fruit aromas of blackberry and boysenberry with loads of fresh cherry concentration. Those lively fruit tones are backed by tones of spice, cola and chocolate.",Vignota,89,33,Piedmont,Barbera
45617,Italy,Here's a harmonious and well-balanced Barbera d'Asti Superiore with pretty mineral tones that are woven tight within a fabric of wild berry fruit and spice. The wine is tart and fresh on the finale with a long blast of blackberry and cherry on the close.,Molisse,89,19,Piedmont,Barbera
45619,Italy,"Here's a mature expression of Barbera with ripe notes of blackberry, plum and dark fruit. The wine is dense and thickly extracted with a soft velvety texture and loads of oak influence. It will, no doubt, evolve into a beautiful wine in two or three more years: All the right elements are there and the wine seems poised for harmony and balance.",Bricco Paradiso,89,,Piedmont,Barbera
45623,Italy,"Despite the infamous heat of the 2003 vintage, Piano Alto Barbera d'Asti Superiore is a surprising and impressive wine. There are pretty linear notes of black stone and granite backed by some ripe berry and blackberry. The wine seems younger than it really is.",Piano Alto,89,33,Piedmont,Barbera
45625,Italy,"Spice, smoked meat and oak tones come to the forefront of this bright Barbera and are followed by black berry, cherry and cassis. The wine is plush and velvety with good crispness and a lively berry driven finish.",Anssema,89,,Piedmont,Barbera
45627,Italy,"Smoke and graphite notes, coupled with a solid base of black fruit and cassis, give this wine many aromatic layers to contemplate. There are drying mineral notes here yet the wine is ultimately very plush and velvety in the mouth and it ends with a touch of oak sweetness and bitter cherry.",,89,,Piedmont,Barbera
45737,US,"Old-fashioned Barbera, and seems pricey for a wine this dry, tannic and acidic. The coffee and black currant flavors are very tart. Needs superrich meats and cheeses to soften it.",Special Reserve,84,30,California,Barbera
45813,Italy,You'll love the colorful art on the label and the easy-drinking wine inside. This is one of those perfect stay-home-and-order-take-out wines that offers bright fruit flavors with almond and spice. It's a simple wine but it gets the job done.,Blincin,86,15,Piedmont,Barbera
45901,Italy,"Here's a concentrated and bright Barbera d'Asti Superiore with aromas of cherry, tobacco and tea leaf that are delivered in an intense and immediate manner. The wine is soft and velvety in the mouth thanks to the high extraction and despite the natural acidity.",Croutin,89,,Piedmont,Barbera
45903,Italy,"Donna Bruna Barbera d'Asti is a big, bold and modern expression with thick concentration and intense aromas of black cherry and spice. You'll notice tones of plum, prune and sweet cinnamon on the finish.",Donna Bruna,89,19,Piedmont,Barbera
45904,Italy,"Bright berry fruit is reinforced by oak-driven aromas of spice, vanilla and tobacco. Give this wine a year or two to integrate. The smoothness and thickness of its texture promise to pair with either meatloaf or pasta with ragù sauce.",1930 Una Buona Annata,89,,Piedmont,Barbera
45906,Italy,"Sweet cherry notes with some vanilla and cinnamon give this wine a softer, more approachable disposition than most Barbera-based wines. That characteristic acidity is present but hard work by the winery has rendered it more manageable.",Bricco del Perg,89,,Piedmont,Barbera
45909,Italy,"Soft oak tones of vanilla and spice surround the wine's bright base of bitter berry fruit. You'll get extra intensity and complexity in the form of tobacco, tea leaf and leather and the wine is both thick in texture and fresh in acidity.",Brentura,89,,Piedmont,Barbera
45910,Italy,"This elegant Superiore expression of Barbera d'Alba offers loads of spice and black fruit aromas and slightly jammy notes of strawberry and blackberry pie. You'll also get pretty tones of chocolate and tobacco, capped by a smooth, velvety finish.",,89,24,Piedmont,Barbera
45923,Italy,"This thick Barbera from the Monferrato subzone offers great intensity and meaty aromas of cured beef, smoke and roasted nut. There's loads of black fruit here to balance out those dryer tones and the wine is succulent, chewy and bright on the close.",Vigneto della Amorosa,89,,Piedmont,Barbera
45924,Italy,"La Court is a plush, chewy and rich Barbera from one of the most successful wineries in Piedmont. You'll recognize sweet oak and vanilla aromas wrapped tight by black fruit, cherry and blueberry. In the mouth, the wine is appropriately dense and fresh.",La Court,89,50,Piedmont,Barbera
45926,Italy,"Here's a bold interpretation of Barbera with a lush, modern style that sees both wood influences and loads of ripe, jammy fruit. This is a hearty meat wine or a wine to pair with cheesy lasagna: there's bright acidity here and enough pulp and forward fruit to stand up to winter foods or stews.",Croere,89,21,Piedmont,Barbera
45929,Italy,"Smoke and mineral notes ride alongside blackberry and cassis to create an intense and deeply layered Barbera. This wine represents a modern school of winemaking in Asti and boasts rich, chewy texture on the close.",Montecanta,89,,Piedmont,Barbera
46200,Italy,Bricco delle Olive is an elegant and austere Barbera d'Alba with a dark color and rich concentration backed by bright acidity and polished tannins. This lively wine (from the 2006 vintage) still shows very good integrity of fruit.,Bricco delle Olive,89,30,Piedmont,Barbera
46203,Italy,"Coffee, toasted hazelnut, espresso bean and vanilla ride in the forefront of black fruit and cherry. This is a bold, big and modern Barbera d'Alba with ripe fruit tones and soft wood nuances that help dull the grape's natural acidity.",Annunziata,89,,Piedmont,Barbera
46206,Italy,"Sweet oak tones come to the forefront of this bright Barbera d'Alba and add tones of vanilla, chocolate and cinnamon spice. There is enough fruit here, however, to balance out the wood tones and the wine is smooth and rich in the mouth.",,89,30,Piedmont,Barbera
46207,Italy,"Velvety, rich and concentrated, this modern intepretation of Barbera from Alba offers silky tones of cherry, black cassis fruit and spice followed by bright acidity and a smooth texture. Pair this fruit-forward wine with roasted pork and fennel sauce.",Gepin,89,28,Piedmont,Barbera
46208,Italy,"There's personality and depth here thanks to this wine's unique aromas of wild mushroom, wet earth and black cassis fruit. This is definitely a territory-driven wine (born in the Nizza subzone of Barbera d'Asti Superiore) with a light and elegant touch that can easily be appreciated.",Praiot,89,,Piedmont,Barbera
46212,Italy,"Crafted by vintner Paolo Veglio, this bright Barbera d'Alba shows evident oak tones of spice and tobacco surrounded by black fruit, plums and prunes. Those black fruit aromas do a very good job of balancing out the more austere oak influences.",,89,23,Piedmont,Barbera
46213,Italy,"This is a very attractive oak-aged Barbera with aromas of sweet spice, bitter chocolate and loads of bright berry fruit. The wine is compact, clean and thanks to the bright acidity, it leaves your palate polished and fresh.",,89,19,Piedmont,Barbera
46215,Italy,Here's a well-integrated Barbera with equal measures of fruit and spice. You'll get aromas of blackberry and cherry followed by vanilla and leather. The mouthfeel is velvety and thick and is capped by a blast of cleansing acidity.,Rapet,89,,Piedmont,Barbera
46216,Italy,"A tiny hint of vanilla and toasted almond surrounds a plump core of bright fruit, black cherry and blueberry. This is a simple, easygoing wine that has an added layer of thickness and concentration that makes it appropriate to serve with meat-filled pasta or lasagna.",Bricco Battista,89,30,Piedmont,Barbera
46218,Italy,"Here's a bright and sweet-smelling Barbera d'Alba with cherry and cassis nuances followed by cinnamon, vanilla and spice. It offers a smooth, silky texture and this winemaker has done a very good job of taming Barbera's sometimes aggressive acidity.",Suri,89,,Piedmont,Barbera
46220,Italy,Here's a Barbera with a cheerful level of complexity that is enhanced by extra tones of spice and vanilla. The aromas are well integrated and there's plenty of fruit freshness here to pair with oven-roasted pasta.,La Punta,89,,Piedmont,Barbera
46223,Italy,"Here's a bigger, more sophisticated expression of Barbera with thick concentration and loads of plum, blackberry and spice. The mouthfeel is thick and meaty and the wine offers a long, crisp finish. Very nice.",Vigna Roreto,89,20,Piedmont,Barbera
46225,Italy,"Here's a slightly more sophisticated and evolved Barbera d'Asti from the 2008 vintage. There are notes of fresh fruit, spice, wet earth and a touch of natural rubber. The wine is exceedingly crisp, clean and polished in the mouth. Very nice, simple and pure.",Vigna dei Mandorli,89,,Piedmont,Barbera
46425,Italy,"With a bright red Vespa on its label, Rapido Red is a racy little wine (with a screwcap) that delivers tight, compact aromas of wild berry, currants and red licorice. The wine is clean and easy in the mouth and is absolutely perfect for pizza night.",,85,12,Piedmont,Barbera
46429,Italy,"The bouquet is fragrant and pulsating with vibrant hues of raspberry, blueberry and white almond skin. Barbera d'Asti is known for its natural freshness and the integrity of its small berry flavors. This well-priced wine has both.",Baby,85,10,Piedmont,Barbera
46564,Italy,"This is a pleasurable and modern interpretation of Barbera with plenty of soft notes of spice and chocolate backed by fresh fruit, coffee and mineral notes. The wine is thick and plush in the mouth and leaves a very satisfying aftertaste of cherry and chocolate.",Le Vignole,89,,Piedmont,Barbera
46565,Italy,"This is a distinctively linear and sharp Barbera d'Asti with a strong mineral vein that runs straight through the middle. You'll sense those mineral, granite notes on the bouquet and the mouthfeel is especially dry and polished.",Selezione,89,17,Piedmont,Barbera
46566,Italy,"This Barbera d'Alba Superiore shows elegance and sophistication with linear mineral notes of graphite and lead pencil as well as black fruit and cherry. This wine exhibits big freshness, loads of fruit and you don't feel the 15% alcohol at all.",,89,35,Piedmont,Barbera
46569,Italy,"Here's a rich and thickly extracted Barbera d'Alba with purplish hues to its ruby color and bright aromas of cherry, black currants and cassis. Like many of the wines from the Alba area, we notice quite a lot of toast here that comes forth as cinnamon, vanilla and exotic spice.",Bricco dei Merli,89,32,Piedmont,Barbera
46571,Italy,"Here's a dense, black and chewy expression of Barbera that delivers all the rich benefits of high extraction and wood aging. There are smoky layers here of pipe tobacco and cured meat, although there is enough fruit pulp here to make it work at the end of the day.",Augusta,89,,Piedmont,Barbera
46573,Italy,"Here's an interesting Barbera with aromas that include black fruit, exotic spice and pecorino cheese rind. The ensemble is attractive and so is the medium thickness of its body and smoothness of its tannins. That typical touch of Barbera acidity does kick in at the end however.",Vadmò,89,,Piedmont,Barbera
46575,Italy,"Here's a lovely expression of Barbera from Asti, Piedmont, with a pretty balance of chocolate, cherry and blackberry aromas. Smoky oak-related elements appear in the background as do drying mineral notes. With some 29,000 cases made, this wine should not be difficult to locate and the low price is hard to beat.",La Luna e I Falò,89,16,Piedmont,Barbera
46579,Italy,"Pretty coffee notes are offset by ripe aromas of raspberry, black cherry and chocolate: There is nice softness and density in this wine that is balanced against the natural acidity of the fruit. Pair this wine with cheesy pasta al forno.",La Tota,89,28,Piedmont,Barbera
46580,Italy,"There are slightly toasted notes here of chestnut or almond followed by bitter berry fruit and dark chocolate. The wine is crisp, polished and clean in the mouth with a tart, bitter almond close. Pair it with creamy potatoes dauphinoise.",Montebruna,89,23,Piedmont,Barbera
46582,Italy,"One year of careful oak aging has helped to shape a very attractive bouquet loaded with Christmas spice, cinnamon, nutmeg, vanilla and bright cherry. The wood element is still evident but will most likely integrate with a bit more time in the bottle.",,89,31,Piedmont,Barbera
46585,Italy,"You'll encounter smoky notes here that recall bacon fat or beef jerky. But you'll also recognize aromas of tobacco, black cherry and currant berry. The wine is soft and smooth in the mouth with a blast of cherry flavors, deep extraction, oak notes and bright acidity.",Vigna Dacapo,89,28,Piedmont,Barbera
46587,Italy,"Thick, black and extracted, this dense Barbera d'Asti Superiore opens with intense aromas of black fruit and fresh oak. Definitely give this wine at least two more years in the bottle for those smoky wood notes to find balance. At this young stage, the wine tastes new, chewy and raw.",Del Beneficio,89,,Piedmont,Barbera
46589,Italy,"Here's a dark, fruit-forward Barbera del Monferrato with plump aromas of cherry, blueberry, forest fruit and plum. The aromas focus on simple fruit, making this an easy, food-friendly wine that you'll want to serve at home with friends and family. This is a dynamic winery to watch.",Umberta,89,28,Piedmont,Barbera
46714,Italy,"Here's a playful, easy red that only sees stainless steel with candied fruit, fresh herbs, crushed anise seed and an all-round fresh and fruity feel. Easy to drink with lively spicy and zest on the finish.",San Nicolao,85,,Piedmont,Barbera
46860,Italy,"Here's a sweet and luscious Barbera d'Alba with bright, thick concentration and immediate aromas of blackberry, cassis and cherry. There is an obvious wood element here that adds tones of spice, vanilla and tobacco. The high density and richness of the wine leaves purplish glycerin trails on the side of the glass.",Giuli,89,,Piedmont,Barbera
46862,Italy,"Nicely linear and compact, this wine has many elements that make it particularly food friendly. The bouquet is characterized by aromas of black fruit, tobacco, Indian tea and spice. The mouthfeel is tonic, tight and crisp.",Litina,89,,Piedmont,Barbera
46866,Italy,"Here is a smooth and modern interpretation of Barbera d'Alba with plush and bright notes of cherry, blackberry, exotic spice, natural rubber and a touch of moist earth or forest floor. The wine is rich and smooth in the mouth and ends with a blast of cooling cherry fruit.",Costa di Bussia Campo del Gatto,89,25,Piedmont,Barbera
46867,Italy,"This is a genuine and extremely clean expression of Barbera with a compact but pristine bouquet of wild berries, porcino mushroom, bitter almond and fresh tobacco. The wine is polished and compact in the mouth with crisp acidity on the close.",Giorgio Tenaglia,89,,Piedmont,Barbera
46873,Italy,"Here's a plush, modern and thickly extracted Barbera d'Asti Superiore with a polished bouquet and well-dosed aromas of cherry, blackberry, spice, chocolate and tobacco. The wine is drying and crisp at the same time with polished tannins on the close.",Vigne Vecchie,89,,Piedmont,Barbera
46881,Italy,"Bright, succulent berry tones are followed by a touch of smoked meat and wet earth that is typically found in the Barbera grape. This expression also has a hint of tobacco and exotic spice at the back that gives it more dimension and personality.",Zerolegno,88,15,Piedmont,Barbera
46883,Italy,This Barbera d'Asti Superiore opens with brambly notes of underbrush and wild berry followed by wet earth and smoked ham. Give it two or three years in the bottle and pair this fruit-forward wine with lasagna or meatloaf.,Terre Astesane,88,,Piedmont,Barbera
46884,Italy,"This is a friendly Barbera d'Alba with a bright, ruby color, dense concentration and immediate aromas of black cherry, cassis, spice and dark chocolate. The wine is smooth and thick in the mouth with bright acidity on the close.",Pilade,88,,Piedmont,Barbera
46885,Italy,"Here's a clean and bright interpretation of Barbera d'Asti Superiore with intense aromas of cherry, blackberry, pomegranate, wet earth and tobacco. The wine is chewy, dense and bright in the mouth and could be paired with lamb or beef.",Caranti,88,,Piedmont,Barbera
46888,Italy,"You'll find bright berry notes followed by white licorice, forest floor and a distant touch of chopped herbs in this fresh, well-integrated Barbera from Monferrato. The mouthfeel is not too concentrated and the wine is naturally acidic (try it with cheese- or butter-based pasta dishes).",La Baldea,88,,Piedmont,Barbera
46889,Italy,Here's a straightforward and honest interpretation of Barbera d'Asti with bitter almond and fresh notes of wild berries and juicy pomegranate. The wine ends with a cleansing blast of crisp acidity.,Vinchio,88,,Piedmont,Barbera
47162,Italy,"Here's an inky-black Barbera with impossible extraction and rich tones of blackberry, smoke, mineral and currant berry. This is a modern expression of a native grape from Piedmont with an extremely chewy, raw and sweet sensation on the close.",Bricco Dani,88,30,Piedmont,Barbera
47163,Italy,"Bursting with fresh berry aromas, espresso and dark chocolate, this is a rich, opulent Barbera that would pair beautifully with egg pasta or quiche Lorraine thanks to the naturally bright acidity. The finish is characterized by bright cherry and blackberry flavors.",Annunziata,88,,Piedmont,Barbera
47170,Italy,"This hearty Barbera from the Costa Bruna cru exhibits thick, almost meaty aromas of cured bresaola, leather, tobacco and black fruit. It's a crisp, clean and inherently food friendly wine that would pair with ham, beef or game dishes.",Costa Bruna,88,28,Piedmont,Barbera
47171,Italy,"Prominent oak tones of spice, leather and chocolate sit heavy over a broad base of dark, jammy fruit. This wine is executed in a big, bold style and would pair well with stews or game dishes. The acidic finish will cut though hearty meat recipes.",Vigneto Pasau,88,25,Piedmont,Barbera
