,country,description,designation,points,price,province,variety
79672,Italy,"This Aglianico-based rosato opens with a dark raspberry color, followed by aromas of forest berry, chopped mint, candied fruit and pink grapefruit. Smooth and velvety on the finish.",Il Rogito,87,20,Southern Italy,Aglianico
79953,Italy,"Jumara is a very oaky expression of Aglianico, with spicy background tones of cinnamon and chocolate, backed by roasted nut and cigar. There are dark fruit aromas here that will help this hearty wine evolve over the next 1–2 years.",Jumara,87,17,Southern Italy,Aglianico
79957,Italy,"Villa Matilde delivers well-made expressions of Aglianico year after year. This wine shows modern flair, with background tones of spice and bitter chocolate that are layered behind bold cherry and blackberry notes.",Tenuta Rocca dei Leoni,87,17,Southern Italy,Aglianico
79972,Italy,"You could easily imagine this wine paired with creamy foods like oven-roasted lasagna with crusty cheese. That's because this Aglianico has both the acidity and the structure to cut though such a dish, keeping the palate clean.",,87,18,Southern Italy,Aglianico
79974,Italy,"Instantly recognizable for the eye-catching purple dot on its label, this offers a slightly austere expression of Aglianico that would pair with almost any grilled meat dish. The soft mouthfeel is characterized by notes of cherry, tobacco and spice.",Dal Re,87,,Southern Italy,Aglianico
80260,Italy,"Bright and crisp, this Aglianico-based rosato shows the soft, feminine side of this hearty red grape. Notes of wild berry and raspberry are followed by touches of almond skin and pink grapefruit.",Rocca dei Leoni Terre Cerase,87,16,Southern Italy,Aglianico
80279,Italy,"It can't be easy to turn a hearty red grape like Aglianico into an informal, easy-drinking red. Despite the grape's famously unyielding tannins, Terra di Vulcano has an easy approach, with notes of bright berry, dried herb and a touch of green pepper at the back.",Terra di Vulcano,86,15,Southern Italy,Aglianico
80359,Italy,"This is a ripe, chewy wine, with jammy aromas of blackberry pie and cherry preserve. It shows a dark, inky structure, with loads of moist pipe tobacco and crème de cassis on the thick, syrupy finish.",Òtre,87,18,Southern Italy,Aglianico
81158,Italy,"This approachable Aglianico del Vulture is easy and bright, with a dark fruit aroma and a mineral note at the back. Pair this structured red wine with pork chops or grilled lamb.",Sasso,86,14,Southern Italy,Aglianico
89104,US,"This winery's style always has been to produce food-friendly wines, and this one certainly is. Sommeliers might want to check it out as an interesting alternative to Zinfandel. It's dry and high in acidity but very fruity, with a range of blackberry, currant, raisin, licorice and pepper flavors.",Estate,88,25,California,Aglianico
91125,Italy,"Here's a vibrant, pink rosé from the southern Italian region of Campania. It is made with Aglianico grapes that are usually reserved for austere, important red wines. This expression, however, is light and fresh with forest berry and cranberry aromas.",Lacrimarosa Rosé,86,,Southern Italy,Aglianico
91250,US,"Marked by high acidity and thick tannins, this cherry-flavored red wine would benefit from being drier, which would make it more balanced. It's too raisiny sweet, which gives it a medicinal taste.",Estate,84,25,California,Aglianico
94369,Italy,"Not everyone will love this Aglianico-based rosé from volcanic soils in Basilicata, but most will find its sweet marzipan aromas quite attractive. In fact, rarely does a wine embody the essences of almond paste more faithfully: It tastes ripe and sweet and has a firm backbone. A Marc de Grazia selection, various American importers.",Il Rogito Rosato,85,29,Southern Italy,Aglianico
94672,Italy,"This hot vintage Riserva offers dense aromas of black fruit and pomegranate but there's also a touch of the proverbial barnyard or Band-Aid that distracts from the big picture. The wine has raw, gritty tannins and thick extraction.",Riserva,85,,Southern Italy,Aglianico
94716,Italy,"Dark and impenetrable with bold oak nuances, sweet vanilla extract and layers of Indian spice, this is a rich and dense wine that should be consumed with succulent cuts of meat. The tannins are tight and firm and this wine will age for many years to come.",Bue Apis,91,130,Southern Italy,Aglianico
95557,Italy,"This Aglianico from Irpinia is thin in appearance and offers awkward notes of apple cider, black mineral, cherry, blueberry and spice. The nose is a bit muddled but the wine drinks well thanks to its solid structure and polished tannins.",,84,,Southern Italy,Aglianico
95565,Italy,"The nose here is muddled with contrasting aromas of strawberry jam and apple juice. You'll find softer tones of vanilla bean, espresso and herbal notes but they remain in the background. In the mouth, the wine exhibits solid structure and dusty tannins.",,84,,Southern Italy,Aglianico
96153,Italy,"Earthy tones of farmyard, wet wool and dewy hay probably weren't by design. It's hard to get at the real fruit although glimmers of blueberry and black cherry do break through. The wine has tight, thick extraction.",,83,,Southern Italy,Aglianico
96169,Italy,"This organic wine from the scorching 2003 vintage is definitely past its prime with a brownish hue and tired aromas of resin and very ripe fruit. It's just short of cooked, but the aromas do recall jam and black fruit marmalade. The wine is thin and compact in texture with lingering notes of dark chestnut and spice.",,83,16,Southern Italy,Aglianico
96460,Italy,"Nero Latino lacks harmony overall because of its rapid succession of unrelated aromas: Red apple is followed by mushroom, beets, strawberry, chocolate and smoke. It also has an extremely strong component of coffee rinds that appears on both the nose and in the mouth. It's not a wine for everyone.",Nero Latino,83,,Southern Italy,Aglianico
96832,Italy,"Murellaia is a modern and sweet-smelling wine with firm structure and intense aromas of sweetbread, candied fruit, vanilla, spice, black peppers and prunes. Try it with pork stuffed with stewed apricots.",Murellaia,89,50,Southern Italy,Aglianico
97150,Italy,"This is a modern, New World wine that boasts plush softness and a thick, velvety texture. Pair this wine with succulent beef, lamb or any meat that can stand up to its firm texture and solid tannins. Aromas include chocolate fudge, leather, allspice and clove.",Contado,88,17,Southern Italy,Aglianico
97429,Italy,Grifalco offers a light and elegant style with loads of spice and black fruit flavors. The wine is easy and approachable overall with fresh fruit notes that chime in on the close.,Grifalco,88,25,Southern Italy,Aglianico
97719,Italy,"This is a very attractive wine with bursting cherry notes and vibrant layers of sweet spice and clove. You'll also get root beer, chopped herbs, tobacco and leather: the wine is thick and firm with oak-driven flavors.",Donna Chiara Campi Taurasini,88,30,Southern Italy,Aglianico
97734,Italy,"Riserva Cappellaccio is a pure expression of Aglianico that has embraced the scorching heat of the 2003 vintage to deliver warm tones of jammy fruit, tar, asphalt, resin and natural spice. The wine is broad and chewy in the mouth.",Riserva Cappellaccio,88,20,Southern Italy,Aglianico
98040,Italy,"Smokey, volcanic notes of slate, ash and charcoal are followed by blackberry, plum and prune. You'll also get resin, tar, asphalt and tobacco lavished over the wine's thick consistency and drying tannins.",Delius,88,41,Southern Italy,Aglianico
98058,Italy,"This is a pleasantly intense wine with resiny aromas of tar, tobacco and smoked cedar wood. It has a dense, impenetrable personality and there are slightly bitter tannins on the close.",Cinque Querce,88,54,Southern Italy,Aglianico
100183,Italy,"Radici is a landmark red wine for Italy, because it shows the high-quality wine-making potential of the south. A hearty and sophisticated expression of Aglianico, this opens with smoky aromas of crushed mineral, black peppercorn, ripe fruit and cola. It shows firm tannins and impressive length.",Radici,92,60,Southern Italy,Aglianico
100793,Italy,"Bocca di Lupo is a top-shelf red that offers enormous beauty and intensity in the form of ripe fruit, chocolate fudge, leather, tobacco and blackberry pie. The tannins are tight and firm, and the long finish is characterized by black cherry and toasted espresso bean.",Bocca di Lupo,91,,Southern Italy,Aglianico
101388,Italy,"Native Aglianico grapes give this metodo classico sparkling wine its pretty pink color. Aromas recall wild berry, stone fruit and pink grapefruit. The quality of the perlage is steady, bright and tonic.",DUBL Rosé Brut,90,43,Southern Italy,Aglianico
101680,Italy,"There's a soapy, floral element to this wine that recalls lavender oil or rose water. Aromas of crushed mineral, spice and leather are all present. The mouthfeel is lean and compact, but it also shows polished tannins.",Riserva,90,,Southern Italy,Aglianico
103159,Italy,"This is a deep, masculine Aglianico that opens with bold, inky concentration and intense aromas of blackberry preserves, leather and spices. The tannins are rock solid, firm and dry.",Cappellaccio Riserva,89,20,Southern Italy,Aglianico
103446,Italy,"This shows delicate tones of blue flower, dried lavender, moist earth and tobacco leaf. There are even touches of honey and roasted chestnut in the background. The mouthfeel is dry, firm and dusty.",Fatica Contadina,89,,Southern Italy,Aglianico
104647,Italy,"This shows a bold, overdone bouquet of Indian spice, bitter chocolate, crushed clove and black pepper. The tannins are firm and astringent, and the wine leaves a huge impression on the palate: it's almost too much of a good thing.",Opera Mia,88,28,Southern Italy,Aglianico
104944,Italy,"Thanks to its many years of bottle aging, this savory offering shows a sweet spice aroma, with candied raspberry and cinnamon overtones. The structure is firm and steady, but there is a polished, smooth quality to the tannins.",,88,,Southern Italy,Aglianico
105869,Italy,"This is a clean and polished Aglianico that shows dark berry and plum aromas followed by notes of tar, licorice and toasted nut. It has power and structure, all for a very low price.",Gricos,87,11,Southern Italy,Aglianico
106159,Italy,"This opens with sweet aromas of nutmeg and cinnamon, with bright tones of cassis and white cherry in the background. The firm, fresh mouthfeel would pair well with grilled meat or sausage.",,87,,Southern Italy,Aglianico
111397,Italy,"Aged six months in stainless steel, here is a fruity and frivolous version of this otherwise austere and brooding southern Italian grape. Red berry fruit meets interesting minerals notes; the wine would pair wonderfully with pasta.",,87,15,Southern Italy,Aglianico
113677,Italy,"Not entirely convincing up front, where raisin and cranberry aromas are a bit less than commited. Plum, raisin and cough syrup are the primary flavors, with even more raisin lurking on the finish. Extremely tannic; more of a traditional Aglianico.",Vultur,83,20,Southern Italy,Aglianico
116640,Italy,"Here's a southern Italian red with Barolo-like austerity: elegant notes of small berry fruit are seamlessly folded within layers of slate roof, ash, graphite, licorice and fine expressions rendered by volcanic soils and 18 months of oak aging. It really comes alive in the mouth, where the wine delivers power, concentration and a very long-lasting finish. This is Mastroberardino's flagship red.",Naturalis Historia,93,65,Southern Italy,Aglianico
116831,Italy,"This is among Campania's best reds. The aromatic intensity and persistency is stratospheric and the wine doles out generous notes of red cherry, charred volcanic tones and licorice. It's also a wine that evolves, limitlessly, in the glass, gaining intensity and purity the longer you wait. The tannins are solid and chewy and the duration of the length is excellent.",Radici,92,41,Southern Italy,Aglianico
116885,Italy,"A beautiful wine: sweet cherry and berry fruit nuances are woven within threads of vanilla, toast and ash. Despite the firm and penetrating mineral element, this wine is actually very plush, soft and round and it delivers long spicy notes on the finish.",Serpico,91,65,Southern Italy,Aglianico
117190,Italy,"Blueberry, blackberry and cherry candy are backed by deep and penetrating notes of ash, pencil lead, mineral and licorice. The wine delivers vigor and personality and is a fine example of a Campania red with a solid structure and lasting finish.",Rubrato,88,18,Southern Italy,Aglianico
117375,Italy,"Fruity aromas of blackberry and red forest fruit take a back seat to penetrating oak-driven notes of cedar and vanilla, although the end result is not unbalanced. You'll also detect hints of asphalt, licorice and plum delivered over smoky, dusty tannins and long persistency.",Tenuta Rocca dei Leoni,87,19,Southern Italy,Aglianico
121152,Italy,"This expression of Aglianico offers delicate shadings of almond paste, sweet spice, candied fruit, pipe tobacco and cedar wood. The mouthfeel is simple and clean and ends with a burst of sour cherries.",Vigna Quattro Confini,86,21,Southern Italy,Aglianico
121393,Italy,"This thickly extracted Aglianico is dark, absolutely impenetrable and almost too much of a good thing. Black fruit aromas are backed by ash, toast and spice. The wine is so thick and dense its texture is closer to syrup or reduction sauce than it is to wine.",Vigna Marziacanale,88,45,Southern Italy,Aglianico
121420,Italy,"Here's an Aglianico from Campania with bright cherry flavors, almond nut nuances and lasting shadings of mineral and earth. It offers bright fruit in the mouth and a crisp but firm close.",,86,24,Southern Italy,Aglianico
121427,Italy,"Aromas of sweet spice and candied fruit characterize this lean but crisp Aglianico. The wine is not too dense or extracted and offers an easy, no-fuss approach to this hearty variety.",,86,17,Southern Italy,Aglianico
121919,Italy,"Richly textured and velvety, this austere Aglianico del Vulture from Basilicata's (southern Italy) volcanic soils exhibits refined aromas of granite, forest fruit, apple, root beer and spice. The wine is well-extracted and lasts long thanks to its polished tannins.",Vultur,89,25,Southern Italy,Aglianico
122302,Italy,"This cheerful Aglianico delivers intense fruit flavors and gritty, thick tannins. It has an easy, no-fuss approach and would pair well with pasta and meat sauce or grilled pork chops.",,87,23,Southern Italy,Aglianico
122305,Italy,"Made with grapes from 40-year-old vines, this vibrant Aglianico del Vulture is thick and dense with penetrating aromas of black slate, spice, peppercorn, smoked ham and stewed blackberry. The mouthfeel has a chewy, dense quality but ends with drying tannins.",Grifalco,87,19,Southern Italy,Aglianico
123138,Italy,"This is a distinctive wine from Puglia with deep layers of blackberry jam, ash, slate roof, allspice and ground ginger. It has firm tannins and thick density that could stand up to succulent cuts of beef.",Le Maschere,87,20,Southern Italy,Aglianico
123733,Italy,"Jumara is an oak-driven wine that puts a lot of emphasis on spice, toast and smoke. There's not much fresh fruit back there and the wine delivers gritty tannins and a thick, grainy texture.",Jumara,86,18,Southern Italy,Aglianico
124047,Italy,"Lean and compact, this Aglianico del Taburno delivers fresh notes of green curry, leafy vegetable, sage and exotic spice. It has bright acidity, drying tannins and good length on the finish.",,86,16,Southern Italy,Aglianico
124070,US,"Marked by high acidity and thick tannins, this cherry-flavored red wine would benefit from being drier, which would make it more balanced. It's too raisiny sweet, which gives it a medicinal taste.",Estate,84,25,California,Aglianico
125344,US,"This winery's style always has been to produce food-friendly wines, and this one certainly is. Sommeliers might want to check it out as an interesting alternative to Zinfandel. It's dry and high in acidity but very fruity, with a range of blackberry, currant, raisin, licorice and pepper flavors.",Estate,88,25,California,Aglianico
127395,Italy,"Here's a vibrant, pink rosé from the southern Italian region of Campania. It is made with Aglianico grapes that are usually reserved for austere, important red wines. This expression, however, is light and fresh with forest berry and cranberry aromas.",Lacrimarosa Rosé,86,,Southern Italy,Aglianico
128940,Italy,"Here's a southern Italian red with Barolo-like austerity: elegant notes of small berry fruit are seamlessly folded within layers of slate roof, ash, graphite, licorice and fine expressions rendered by volcanic soils and 18 months of oak aging. It really comes alive in the mouth, where the wine delivers power, concentration and a very long-lasting finish. This is Mastroberardino's flagship red.",Naturalis Historia,93,65,Southern Italy,Aglianico
129551,Italy,"This is among Campania's best reds. The aromatic intensity and persistency is stratospheric and the wine doles out generous notes of red cherry, charred volcanic tones and licorice. It's also a wine that evolves, limitlessly, in the glass, gaining intensity and purity the longer you wait. The tannins are solid and chewy and the duration of the length is excellent.",Radici,92,41,Southern Italy,Aglianico
129785,Italy,"A beautiful wine: sweet cherry and berry fruit nuances are woven within threads of vanilla, toast and ash. Despite the firm and penetrating mineral element, this wine is actually very plush, soft and round and it delivers long spicy notes on the finish.",Serpico,91,65,Southern Italy,Aglianico
131260,Italy,"Blueberry, blackberry and cherry candy are backed by deep and penetrating notes of ash, pencil lead, mineral and licorice. The wine delivers vigor and personality and is a fine example of a Campania red with a solid structure and lasting finish.",Rubrato,88,18,Southern Italy,Aglianico
132165,Italy,"Fruity aromas of blackberry and red forest fruit take a back seat to penetrating oak-driven notes of cedar and vanilla, although the end result is not unbalanced. You'll also detect hints of asphalt, licorice and plum delivered over smoky, dusty tannins and long persistency.",Tenuta Rocca dei Leoni,87,19,Southern Italy,Aglianico
137914,Italy,"This is an intriguing and complex red with loads of minerality, black pepper, charred meat, earth and charcoal. But the fruit notes are in there, too: prunes and red, ripe cherry. The tannins are a bit nervous still and the wine should be cellared a few more years.",Fatica Contadina,91,48,Southern Italy,Aglianico
137919,Italy,"Here's a wine that epitomizes the winemaking potential of Puglia, in southern Italy. This Aglianico, with a small percentage of Cabernet Sauvignon, is a vibrant ruby color and is bursting with ripe cherry, cigar box, black slate, resin and toast. It is a complex wine with a particularly succulent quality in the mouth that finishes with dusty tannins.",Bocca di Lupo,91,27,Southern Italy,Aglianico
138497,Italy,"Stylish but bold. The nose is bruising but lively, with pepper, plum and overall punch. In the mouth, black cherry and raspberry fruit is both snappy and rich. A wine with personality. And it's not fading.",Rosso di Costanza,90,40,Southern Italy,Aglianico
138837,Italy,"Full, floral and sophisiticated, with leather, earth, licorice and floral aromas. Very rich, tight and masculine, with big-time tannins pushing heavy plum, fudge and tobacco flavors. Nothing timid here.",Divinus,89,35,Southern Italy,Aglianico
139430,Italy,"Aged eight months in barrique, this powerhouse Aglianico from Campania delivers a rush of fresh berry fruit, chewy ripe blackberry and raspberry, forest floor, mushroom, stone and charcoal-like nuances. The mineral notes appear on the palate rendering a beautifully dry, almost dusty, quality. Not imported.",Il Principio,89,,Southern Italy,Aglianico
140587,Italy,"Aged six months in stainless steel, here is a fruity and frivolous version of this otherwise austere and brooding southern Italian grape. Red berry fruit meets interesting minerals notes; the wine would pair wonderfully with pasta.",,87,15,Southern Italy,Aglianico
142897,Italy,"Not entirely convincing up front, where raisin and cranberry aromas are a bit less than commited. Plum, raisin and cough syrup are the primary flavors, with even more raisin lurking on the finish. Extremely tannic; more of a traditional Aglianico.",Vultur,83,20,Southern Italy,Aglianico
143506,Italy,"Vital and tannic after a number of years, a testament to this grape's aging ability. The bouquet deals strawberry, raspberry, mint and sage. In the mouth, hard tannins frame plum and cherry fruit, which is backed by a racy, no-holds-barred finish. Nothing out of place; well structured.",Re Manfredi,90,30,Southern Italy,Aglianico
143638,Italy,"A blockbuster wine: big, bold and opulent on every front, you'll be seduced and subdued by its concentrated and immediate aromas of black berry fruit, pencil lead, licorice, chocolate fudge and the pretty ashen nuances. It's a masculine and multi-layered wine with expertly extracted flavors. This is a hearty wine that will cellar for many more years.",Piano di Montevergine Riserva,93,62,Southern Italy,Aglianico
143873,Italy,"This is a spectacular Taurasi Riserva from a 170-member cooperative that stretches far into the realm of extreme robustness, succulence and persistency. The aromas are seamlessly integrated, to incorporate ripe red cherry, chocolate fudge, licorice and a finely chiseled mineral note. The wine is layered with beautifully aromatic nuances and rock solid tannins in the mouth.",Riserva,92,35,Southern Italy,Aglianico
144428,Italy,"A small portion of Merlot (15%) is blended into this Aglianico-based wine to achieve plush concentration and inviting aromas of forest berry, cookie dough, peppermint, Porcini mushroom, spice and loads of licorice. It's a very solid and tannic wine that would pair well with hearty meat or game dishes: Oak-aged for 12 months.",Briccone,91,40,Southern Italy,Aglianico
144433,Italy,"Year after year, Feudi's Taurasi delivers amazing intensity and volcanic soil aromas that are so distinctive they immediately give its Campania roots away. This boasts bold cherry, with deep tones of sweet-smelling blue flower, licorice, pinecone, tobacco, campfire and charcoal. The wine is plush and velvety on the palate and those fantastic mineral notes emerge on the finale.",Selve di Luoti,90,44,Southern Italy,Aglianico
144447,Italy,"Despite its seven years of age (two of which were spent in oak), this is a seemingly youthful wine with bright and lively fruity tones of berries, cherry soda or candy, red apple backed by a supporting cast of vanilla, cedar and roasted nuts. It offers chewy, firm tannins and good length on the finish.",T,90,32,Southern Italy,Aglianico
144656,Italy,"The flagship of the Feudi fleet, this powerful wine is 70% Aglianico and 30% Merlot, Shiraz and Piedirosso. The wine is complex from the start with cherry, plum, chocolate, black pepper and toasted oak. With standing, even more nuances appear. On the palate, it is rich and robust—the tannins just need a little softening. The persistent finish replicates the initial aromatics. A true tour de force. Cellar Selection.",Serpico,92,60,Southern Italy,Aglianico
145322,Italy,"This is a very attractive wine with loads of personality and a long list of aromatic characteristics: Porcino mushroom, cedar, spice, licorice and scented candle. It's a bit shy on the fruit though: Very modern and intense in the mouth with waxy flavors on the close.",Efesto,89,40,Southern Italy,Aglianico
145858,Italy,"Dark at first, with raspberry emerging. Throughout it's snappy, with red fruit dominant. Finishes clean, tight and crisp, with solid tannins that don't go overboard. An everyday, drink-me style of Aglianico.",,86,12,Southern Italy,Aglianico
145925,Italy,"A very characteristic wine of southern Italy, the nose delivers cherry, berry, tobacco, root beer, balsamic, red earth and linseed oil aromas. In fact, there's a lingering perfume reminiscent of paints in an artist's studio. The wine is elegant in the mouth with crisp acidity and a long finish.",,88,16,Southern Italy,Aglianico
146227,Italy,"This Aglianico imparts bright berry fruit, candied cherry, blueberry, licorice, white mushroom and a hearty dose of licorice. Dark, mysterious and dense, it has a solid structure and good length and would pair well with stewed rabbit or roasted lamb.",Cesco di Nece,88,23,Southern Italy,Aglianico
146342,Italy,"Deep, ripe and syrupy on the nose, with leather, brambly red fruit and licorice. Seemingly on the ripe side, but still juicy and fresh. The plum and berry fruit is mature, while proper aging has added a smoky edge along with carob, earth and coffee nuances.",Contado,89,12,Southern Italy,Aglianico
146559,Italy,"A spicy, sun-baked Aglianico that deals cherry, bourbon and piles of hard spice. The flavors of dried cherries and cinnamon are subtle and enticing, while the tight, hard finish offers raisin and other baked fruits. Not complex but good in a finite way.",Sacravite,88,12,Southern Italy,Aglianico
147232,Italy,"A young, chunky heavyweight is the only way to describe this black wine, which smells of fruitcake and herbs, and tastes of baked plums and chocolate. Rich and overflowing, and building to a tannic crescendo. One can see the mass appeal here.",,87,14,Southern Italy,Aglianico
147593,Italy,"Seems a bit late to just be making the market, but Taurasi has staying power and this wine is far from over the hill. Spice, cinnamon and root beer mix with black fruit on the loud nose, while the palate spins mostly cherry and raspberry. Lively but raw, with outsized tannins that pound away without mercy.",,86,20,Southern Italy,Aglianico
147760,Italy,"Bulky fruit, leather and some overt wood manifesting itself as dry cheese comprise the bouquet. Plum, red currant and cherry tomato make for a tight, snappy palate. Lots of zip, although tannic and tight.",Il Viola,85,18,Southern Italy,Aglianico
